Title,Genre,Runtime,imdbRating,Year
Un garibaldino al convento,"Comedy, Drama",83,6.6,1942
Strange Fits of Passion,"Comedy, Drama",84,6.4,1999
Two Girls and a Guy,"Comedy, Drama",84,5.6,1997
Wedding Rehearsal,"Comedy, Drama",84,5.9,1932
Fourth Man Out,"Comedy, Drama",86,8.2,2015
Tutto torna,"Comedy, Drama",86,6.6,2008
Colorful Dead Things,"Comedy, Drama",87,5.3,2009
Epangelma: Gynaika,"Comedy, Drama",87,5.2,1987
The Prince of Pennsylvania,"Comedy, Drama",87,5.7,1988
Dead Bodies,"Comedy, Drama",88,6.2,2003
La panchita,"Comedy, Drama",88,5,1949
The Monogamy Experiment,"Comedy, Drama",88,6.6,2012
Round Ireland with a Fridge,"Comedy, Drama",89,5.4,2010
Capres,"Comedy, Drama",90,4.6,2009
Delusions,"Comedy, Drama",90,4.1,2004
Don't Know Yet,"Comedy, Drama",90,8,2013
I Really Hate My Job,"Comedy, Drama",90,5.4,2007
Please Give,"Comedy, Drama",90,6.6,2010
Please Give,"Comedy, Drama",90,6.6,2010
Purgatory Comics,"Comedy, Drama",90,6.7,2009
Sparkle and Charm,"Comedy, Drama",90,7.1,1997
The Imported Bridegroom,"Comedy, Drama",90,6.4,1990
Aaltra,"Comedy, Drama",92,7.1,2004
American Chai,"Comedy, Drama",92,6.2,2001
Hora 79,"Comedy, Drama",92,5.7,2013
Women in Trouble,"Comedy, Drama",92,5.8,2009
Bab El Oued City,"Comedy, Drama",93,6.6,1994
Big Daddy,"Comedy, Drama",93,6.4,1999
Control Alt Delete,"Comedy, Drama",93,4.6,2008
Knuckle Sandwich,"Comedy, Drama",94,5.5,2004
The Lay of the Land,"Comedy, Drama",94,4.7,1997
Three Blind Mice,"Comedy, Drama",94,6.1,2008
Tinpis Run,"Comedy, Drama",94,6.5,1991
Der Bockerer 2,"Comedy, Drama",95,6.4,1996
Doing Time for Patsy Cline,"Comedy, Drama",95,6.4,1997
Sacred Hearts,"Comedy, Drama",95,7.3,1985
Tretya meshchanskaya,"Comedy, Drama",95,7.5,1927
Esta noche cena Pancho,"Comedy, Drama",96,2.8,1986
Human Nature,"Comedy, Drama",96,6.4,2001
Justino,"Comedy, Drama",96,6.9,1994
Bastoni: The Stick Handlers,"Comedy, Drama",97,5.1,2002
Jalan kembali: Bohsia 2,"Comedy, Drama",97,6.5,2012
Nochnye zabavy,"Comedy, Drama",97,7.3,1991
Okay,"Comedy, Drama",97,6.6,2002
Slacker,"Comedy, Drama",97,7.1,1991
The Syrian Bride,"Comedy, Drama",97,7.5,2004
Idemo dalje,"Comedy, Drama",98,7.3,1982
Life During Wartime,"Comedy, Drama",98,6.4,2009
Lovely by Surprise,"Comedy, Drama",98,6.5,2007
Quartet,"Comedy, Drama",98,6.8,2012
Sukiny deti,"Comedy, Drama",98,6.8,1991
Chevalier,"Comedy, Drama",99,6.4,2015
Soul Kitchen,"Comedy, Drama",99,7.3,2009
Yuan fu yin wa feng sha shou,"Comedy, Drama",99,5.2,1980
Czlowiek z...,"Comedy, Drama",100,5.2,1993
Dirty Laundry,"Comedy, Drama",100,6.2,2006
Go Get Some Rosemary,"Comedy, Drama",100,6.4,2009
Magic Men,"Comedy, Drama",100,6.5,2014
Monsieur Batignole,"Comedy, Drama",100,7,2002
The End,"Comedy, Drama",100,6.2,1978
The Girls' Room,"Comedy, Drama",101,5.1,2000
Getting It Right,"Comedy, Drama",102,6.5,1989
Love from Ground Zero,"Comedy, Drama",102,6.8,1998
The Girl from Paris,"Comedy, Drama",103,6.7,2001
The Maladjusted,"Comedy, Drama",103,7.7,2013
Don't Stop Dreaming,"Comedy, Drama",104,4.5,2007
Crimes of the Heart,"Comedy, Drama",105,6.4,1986
Grey Sheep,"Comedy, Drama",105,8.4,2013
Me and Earl and the Dying Girl,"Comedy, Drama",105,7.9,2015
Memories of Me,"Comedy, Drama",105,5.6,1988
A Day in the Death of Joe Egg,"Comedy, Drama",106,6.9,1972
The Lengths,"Comedy, Drama",106,7.5,2014
Shin Suk-ki blues,"Comedy, Drama",108,6,2004
"To Wong Foo Thanks for Everything, Julie Newmar","Comedy, Drama",109,6.3,1995
Sedí_m na koníçri a je mi dobre,"Comedy, Drama",110,7.7,1989
Mathai Kuzhappakkaranalla,"Comedy, Drama",110,4.8,2014
Transatlantique,"Comedy, Drama",110,4.4,1996
Dreaming Alaska,"Comedy, Drama",112,6.3,2012
I Can Do Bad All by Myself,"Comedy, Drama",113,4,2009
Lola,"Comedy, Drama",113,7.7,1981
Four Friends,"Comedy, Drama",114,7,1981
The Affairs of Anatol,"Comedy, Drama",117,8,1921
Money Back Policy,"Comedy, Drama",119,3.8,2013
Gubeer,"Comedy, Drama",120,6.5,2014
Hana,"Comedy, Drama",127,7,2006
Zvezda,"Comedy, Drama",128,7.1,2014
Happiness,"Comedy, Drama",134,7.8,1998
Money Hai Toh Honey Hai,"Comedy, Drama",138,2.8,2008
Kunjaliyan,"Comedy, Drama",152,2.9,2012
Little White Lies,"Comedy, Drama",154,7.1,2010
Aadyathe Kanmani,"Comedy, Drama",155,6.1,1995
Raja Babu,"Comedy, Drama",161,6.4,1994
Chakrapani,"Comedy, Drama",171,7.3,1954
Caught in the Act,"Comedy, Drama, Crime",90,6.1,2004
Lloyd,"Comedy, Drama, Family",74,6.1,2001
La Espera Desespera,"Comedy, Drama, Family",98,7.3,2012
We Bought a Zoo,"Comedy, Drama, Family",124,7.1,2011
OMG: Oh My God!,"Comedy, Drama, Family",125,8.3,2012
Woh 7 Din,"Comedy, Drama, Family",139,7.6,1983
Pati Patni,"Comedy, Drama, Family",159,6.1,1966
Extended Play,"Comedy, Drama, Fantasy",90,6.3,2006
Mi fantasma y yo,"Comedy, Drama, Fantasy",90,6.4,1988
In Between,"Comedy, Drama, Fantasy",92,6.7,1991
In Between,"Comedy, Drama, Fantasy",92,6.7,1991
Prazske noci,"Comedy, Drama, Fantasy",92,6,1969
Hello Again,"Comedy, Drama, Fantasy",96,5,1987
The Science of Sleep,"Comedy, Drama, Fantasy",105,7.3,2006
Click,"Comedy, Drama, Fantasy",107,6.4,2006
Being John Malkovich,"Comedy, Drama, Fantasy",112,7.8,1999
Jack,"Comedy, Drama, Fantasy",113,5.7,1996
Stranger Than Fiction,"Comedy, Drama, Fantasy",113,7.6,2006
Gopala Gopala,"Comedy, Drama, Fantasy",153,7.8,2015
The Mad Doctor of Market Street,"Comedy, Drama, Horror",61,5.1,1942
"Otto; or, Up with Dead People","Comedy, Drama, Horror",94,5.3,2008
"Otto; or, Up with Dead People","Comedy, Drama, Horror",94,5.3,2008
The Rambler,"Comedy, Drama, Horror",97,4.6,2013
The Sweetheart of Sigma Chi,"Comedy, Drama, Music",77,6.7,1933
Bitols,"Comedy, Drama, Music",83,5.5,2010
De Cocula es el mariachi,"Comedy, Drama, Music",85,7.2,1978
Hard Core Logo 2,"Comedy, Drama, Music",85,5,2010
Empire Records,"Comedy, Drama, Music",90,6.7,1995
Yozgat Blues,"Comedy, Drama, Music",93,6.9,2013
Rock Star,"Comedy, Drama, Music",105,6.2,2001
Opium,"Comedy, Drama, Musical",77,4.6,2013
So This Is College,"Comedy, Drama, Musical",98,5.7,1929
L'appel du destin,"Comedy, Drama, Musical",100,6.4,1953
Rab Ne Bana Di Jodi,"Comedy, Drama, Musical",167,7.1,2008
Hum Aapke Hain Koun...!,"Comedy, Drama, Musical",206,7.7,1994
The Ballad of the Sad Cafe,"Comedy, Drama, Mystery",101,6.4,1991
Stingaree,"Comedy, Drama, Romance",77,5.9,1934
The County Chairman,"Comedy, Drama, Romance",80,6.1,1935
Falling Uphill,"Comedy, Drama, Romance",83,4.7,2012
My Pal Gus,"Comedy, Drama, Romance",83,6.8,1952
Cinderela Baiana,"Comedy, Drama, Romance",85,1.9,1998
Novias impacientes,"Comedy, Drama, Romance",85,5,1967
Love 101,"Comedy, Drama, Romance",86,5,2000
The Cake Eaters,"Comedy, Drama, Romance",86,6.5,2007
My Son the Fanatic,"Comedy, Drama, Romance",87,7,1997
The Four-Faced Liar,"Comedy, Drama, Romance",87,5.7,2010
Summerhood,"Comedy, Drama, Romance",88,6.6,2008
Ai no kotodama: sekai no hatemade,"Comedy, Drama, Romance",89,5.3,2010
Dvenadtsataya noch,"Comedy, Drama, Romance",90,6.8,1955
Solitary Man,"Comedy, Drama, Romance",90,6.4,2009
Straight Talk,"Comedy, Drama, Romance",91,5.5,1992
The One I Love,"Comedy, Drama, Romance",91,7.1,2014
Die Eisbombe,"Comedy, Drama, Romance",92,6.1,2008
Higher Education,"Comedy, Drama, Romance",92,5.1,1988
Stay Cool,"Comedy, Drama, Romance",94,5.2,2009
Mr. Right,"Comedy, Drama, Romance",95,5.7,2009
Outside Providence,"Comedy, Drama, Romance",96,6.4,1999
Kissing Jessica Stein,"Comedy, Drama, Romance",97,6.7,2001
Skin Deep,"Comedy, Drama, Romance",97,6.1,1989
Stuck in Love,"Comedy, Drama, Romance",97,7.3,2012
Rattle Basket,"Comedy, Drama, Romance",98,4.6,2007
Sirens,"Comedy, Drama, Romance",98,5.8,1993
My Man,"Comedy, Drama, Romance",99,6.5,1996
The Pompatus of Love,"Comedy, Drama, Romance",99,5.3,1995
Careful,"Comedy, Drama, Romance",100,7.2,1992
Long Story Short,"Comedy, Drama, Romance",100,6.8,2015
Lucas,"Comedy, Drama, Romance",100,6.8,1986
For Love of Ivy,"Comedy, Drama, Romance",101,6.2,1968
Cashback,"Comedy, Drama, Romance",102,7.2,2006
A Heaven for Queers,"Comedy, Drama, Romance",103,5.9,2011
Little Miss Marker,"Comedy, Drama, Romance",103,6.2,1980
Mr 3000,"Comedy, Drama, Romance",104,5.5,2004
Secretary,"Comedy, Drama, Romance",104,7.1,2002
First Daughter,"Comedy, Drama, Romance",106,4.9,2004
Morning Glory,"Comedy, Drama, Romance",107,6.5,2010
It Runs in the Family,"Comedy, Drama, Romance",109,5.5,2003
Still Breathing,"Comedy, Drama, Romance",109,7,1997
The Devil Wears Prada,"Comedy, Drama, Romance",109,6.8,2006
Do You Remember Dolly Bell?,"Comedy, Drama, Romance",110,7.8,1981
French Kiss,"Comedy, Drama, Romance",111,6.5,1995
Just One Time,"Comedy, Drama, Romance",111,6.3,1999
Mia zoi tin ehoume,"Comedy, Drama, Romance",111,8.3,1958
The Object of My Affection,"Comedy, Drama, Romance",111,6,1998
Blast from the Past,"Comedy, Drama, Romance",112,6.5,1999
Hope and Glory,"Comedy, Drama, Romance",113,7.4,1987
"Crazy, Stupid, Love.","Comedy, Drama, Romance",118,7.4,2011
Emma,"Comedy, Drama, Romance",120,6.8,1996
Guzaarish,"Comedy, Drama, Romance",126,7.5,2010
Jerry Maguire,"Comedy, Drama, Romance",139,7.3,1996
Pyaar Ka Punchnama,"Comedy, Drama, Romance",149,7.8,2011
Godfather,"Comedy, Drama, Romance",150,8.4,1991
Premam,"Comedy, Drama, Romance",156,8.2,2015
Dublin 26.06.08: A Movie in 4 Days,"Comedy, Drama, Sci-Fi",48,4.2,2008
Aldo,"Comedy, Drama, Thriller",66,6.7,2014
Chameleon,"Comedy, Drama, Thriller",108,7.4,2008
Mediterraneo,"Comedy, Drama, War",96,7.4,1991
More American Graffiti,"Comedy, Drama, War",110,5.2,1979
The Lucky Ones,"Comedy, Drama, War",115,7,2008
The Arizona Raiders,"Comedy, Drama, Western",57,5.2,1936
El tigre de Jalisco,"Comedy, Drama, Western",90,5.3,1947
The Traveling Executioner,"Comedy, Drama, Western",95,6.4,1970
Anoop and the Elephant,"Comedy, Family",55,5.7,1972
Atrapalhando a Suate,"Comedy, Family",80,4.4,1983
The Master of Disguise,"Comedy, Family",80,3.3,2002
Dearly Departed,"Comedy, Family",84,8.3,2013
Billy Turf haantje de voorste,"Comedy, Family",90,5.6,1982
"Yours, Mine and Ours","Comedy, Family",111,7.1,1968
Un jeu d'enfant,"Comedy, Family, Drama",95,6.3,1990
Como Quien No Quiere La Cosa,"Comedy, Family, Fantasy",79,5.2,2013
Zolushka,"Comedy, Family, Fantasy",80,7.8,1947
A Dennis the Menace Christmas,"Comedy, Family, Fantasy",83,4.9,2007
"Pettersson und Findus - Kleiner Quí_lgeist, groíôe Freundschaft","Comedy, Family, Music",86,5.7,2014
Billie,"Comedy, Family, Musical",87,5.6,1965
Soy charro de Levita,"Comedy, Family, Musical",110,7.1,1949
Bussen,"Comedy, Family, Romance",90,6,1963
A Cinderella Story,"Comedy, Family, Romance",95,5.8,2004
Normandy Is My Name,"Comedy, Family, Romance",97,9.6,2015
Zonja nga qyteti,"Comedy, Family, Romance",105,8.3,1976
The Princess Diaries 2: Royal Engagement,"Comedy, Family, Romance",113,5.7,2004
Gandhinagar 2nd Street,"Comedy, Family, Romance",137,7.4,1986
Superbabies: Baby Geniuses 2,"Comedy, Family, Sci-Fi",88,1.9,2004
The Bad News Bears Go to Japan,"Comedy, Family, Sport",91,3.4,1978
Rhubarb,"Comedy, Family, Sport",94,7,1951
Die wilden Kerle 3,"Comedy, Family, Sport",120,3.7,2006
Mi adorada Clementina,"Comedy, Fantasy",80,6.1,1953
Mannen som ikke kunne le,"Comedy, Fantasy",98,5.5,1968
Heibon ponchi,"Comedy, Fantasy",102,6,2008
Wilder Napalm,"Comedy, Fantasy",109,5.5,1993
Revenge of Billy the Kid,"Comedy, Fantasy, Horror",87,5.7,1992
Hua gui you xian gong si,"Comedy, Fantasy, Horror",94,5,1989
Topper Returns,"Comedy, Fantasy, Mystery",88,7,1941
Up Your Teddy Bear,"Comedy, Fantasy, Romance",89,4.3,1970
All of Me,"Comedy, Fantasy, Romance",93,6.7,1984
Just Like Heaven,"Comedy, Fantasy, Romance",95,6.7,2005
Alice,"Comedy, Fantasy, Romance",102,6.6,1990
Telling Tales,"Comedy, Fantasy, Romance",103,8.1,2015
Chances Are,"Comedy, Fantasy, Romance",108,6.4,1989
What Women Want,"Comedy, Fantasy, Romance",127,6.4,2000
Die-ner (Get It?),"Comedy, Horror",75,4.2,2009
Swamp!,"Comedy, Horror",80,3.7,1999
Drive Thru,"Comedy, Horror",83,4.6,2007
Eject,"Comedy, Horror",87,2.8,2010
Paranormal Whacktivity,"Comedy, Horror",89,2.3,2013
Nightmare in Blood,"Comedy, Horror",90,4.4,1977
The Halfway House,"Comedy, Horror",90,3.3,2004
Ye boon saam dim jung,"Comedy, Horror",90,5.9,1997
Popcorn,"Comedy, Horror",91,5.6,1991
Frankenhood,"Comedy, Horror",92,4.2,2009
The Marsupials: The Howling III,"Comedy, Horror",94,3.1,1987
Elvira: Mistress of the Dark,"Comedy, Horror",96,6.3,1988
Zombadings 1: Patayin sa shokot si Remington,"Comedy, Horror",96,5.6,2011
S.K.I.N.S.: Serial Killers in Need of Support,"Comedy, Horror",102,6,2009
Shake Rattle and Roll 8,"Comedy, Horror",134,6.7,2006
Mucha sangre,"Comedy, Horror, Action",79,4.8,2002
The Creature of the Sunny Side Up Trailer Park,"Comedy, Horror, Mystery",105,4,2006
Warm Bodies,"Comedy, Horror, Romance",98,6.9,2013
Hatchet II,"Comedy, Horror, Thriller",85,5.4,2010
Fade to Black,"Comedy, Horror, Thriller",102,5.9,1980
How's About It,"Comedy, Music",61,6.6,1943
Two Blondes and a Redhead,"Comedy, Music",70,6.7,1947
National Barn Dance,"Comedy, Music",76,5,1944
Here We Go Again,"Comedy, Music",77,5.7,1942
Highway 61,"Comedy, Music",102,7.2,1991
Killing Bono,"Comedy, Music",114,6.4,2011
Waiting in the Wings: The Musical,"Comedy, Music, Musical",107,7.8,2014
Confetti,"Comedy, Music, Romance",100,5.8,2006
Pitch Perfect,"Comedy, Music, Romance",112,7.2,2012
Mr. Errababu,"Comedy, Music, Romance",154,5.6,2005
The Fastest Guitar Alive,"Comedy, Music, Western",87,4.4,1967
So's Your Uncle,"Comedy, Musical",65,6,1943
Hollywood Party,"Comedy, Musical",68,6.3,1934
Gift of Gab,"Comedy, Musical",70,5.3,1934
Just Around the Corner,"Comedy, Musical",70,6.6,1938
Tanned Legs,"Comedy, Musical",71,5.9,1929
The Cuckoo Patrol,"Comedy, Musical",76,4.2,1967
Dr. Rhythm,"Comedy, Musical",80,5.8,1938
Look Up and Laugh,"Comedy, Musical",80,7.4,1935
Patrick the Great,"Comedy, Musical",84,6.7,1945
Ciboulette,"Comedy, Musical",85,5.6,1933
Cambiando el destino,"Comedy, Musical",90,4.6,1992
Kid Millions,"Comedy, Musical",90,7.7,1934
Three Smart Girls Grow Up,"Comedy, Musical",90,7.2,1939
Flagermusen,"Comedy, Musical",95,6.6,1966
Playmates,"Comedy, Musical",96,5.3,1941
The Cocoanuts,"Comedy, Musical",96,7.2,1929
Hvezda jede na jih,"Comedy, Musical",98,4.6,1958
Miss London Ltd.,"Comedy, Musical",99,6.2,1943
Basta guardarla,"Comedy, Musical",100,7.4,1970
The Cock-Eyed World,"Comedy, Musical",118,5.6,1929
Thank Your Lucky Stars,"Comedy, Musical",127,7.3,1943
Paper Ketchup,"Comedy, Musical, Romance",57,7,2010
Escape to Paradise,"Comedy, Musical, Romance",60,4.8,1939
Rookies on Parade,"Comedy, Musical, Romance",69,5.8,1941
Give a Girl a Break,"Comedy, Musical, Romance",82,6.3,1953
A Bedtime Story,"Comedy, Musical, Romance",87,7.1,1933
All the King's Horses,"Comedy, Musical, Romance",87,6.2,1935
Merry Go Round of 1938,"Comedy, Musical, Romance",87,6.2,1937
Artists and Models Abroad,"Comedy, Musical, Romance",90,6.1,1938
Double or Nothing,"Comedy, Musical, Romance",90,6.5,1937
Radio City Revels,"Comedy, Musical, Romance",90,6.2,1938
Lullaby of Broadway,"Comedy, Musical, Romance",92,6.8,1951
Show Business,"Comedy, Musical, Romance",92,6.6,1944
Po glavnoy ulitse s orkestrom,"Comedy, Musical, Romance",94,7.3,1987
Jamie and Jessie Are Not Together,"Comedy, Musical, Romance",95,5.1,2011
You Can't Run Away from It,"Comedy, Musical, Romance",95,6,1956
Duchess of Idaho,"Comedy, Musical, Romance",98,6.3,1950
Modern Love,"Comedy, Musical, Romance",100,5.4,2008
Love Me Tonight,"Comedy, Musical, Romance",104,7.8,1932
Sailor Beware,"Comedy, Musical, Romance",108,6.4,1952
Silk Stockings,"Comedy, Musical, Romance",117,6.9,1957
Stingray Sam,"Comedy, Musical, Sci-Fi",61,7.2,2009
Strangers in Paradise,"Comedy, Musical, Sci-Fi",84,5.4,1984
El moro de Cumpas,"Comedy, Musical, Western",93,6.2,1977
Fashion Model,"Comedy, Mystery",61,5,1945
Nancy Drew: Detective,"Comedy, Mystery",66,6.8,1938
Bactron 317 ou L'espionne qui venait du show,"Comedy, Mystery",81,4.2,1979
Bulldog Drummond Strikes Back,"Comedy, Mystery",83,7.1,1934
Fast and Loose,"Comedy, Mystery, Crime",80,6.2,1939
Romance and Arabella,"Comedy, Romance",50,5.8,1919
Ladies Must Live,"Comedy, Romance",58,5.7,1940
Don't Bet on Blondes,"Comedy, Romance",59,6.2,1935
Woman's Place,"Comedy, Romance",60,7,1921
Kansas City Princess,"Comedy, Romance",64,6.3,1934
One Last Fling,"Comedy, Romance",65,5.3,1949
Just a Gigolo,"Comedy, Romance",66,8,1931
The Red Mill,"Comedy, Romance",74,8.2,1927
My Heart Belongs to Daddy,"Comedy, Romance",75,5.2,1942
When's Your Birthday?,"Comedy, Romance",75,5.7,1937
Porno,"Comedy, Romance",78,5.7,1990
Chasing Papi,"Comedy, Romance",80,4.7,2003
Kaikki rakastavat,"Comedy, Romance",80,5.8,1935
Lady with a Past,"Comedy, Romance",80,6.8,1932
Acele koca araniyor,"Comedy, Romance",83,5.9,1975
Dzieciol,"Comedy, Romance",85,6.4,1971
Mi lesz veled Eszterke?,"Comedy, Romance",85,7.6,1968
Randevou stin Kerkyra,"Comedy, Romance",85,5.7,1960
Cuti-cuti cinta,"Comedy, Romance",86,6.1,2010
Die Hochzeitskuh,"Comedy, Romance",86,6.7,1999
La playa del amor,"Comedy, Romance",86,5,1980
Amy's Orgasm,"Comedy, Romance",87,5.3,2001
Las virgenes de la nueva ola,"Comedy, Romance",87,2.6,1969
The Admiral Was a Lady,"Comedy, Romance",87,5.8,1950
Die schwedische Jungfrau,"Comedy, Romance",90,4.8,1965
Sternenberg,"Comedy, Romance",90,6.6,2004
Mancattan,"Comedy, Romance",91,5.3,2009
When the Cat's Away,"Comedy, Romance",91,6.9,1996
Zack and Reba,"Comedy, Romance",91,5.6,1998
Bu wen nu xue tang,"Comedy, Romance",92,6.1,1994
Different for Girls,"Comedy, Romance",92,7.1,1996
Dumbbells,"Comedy, Romance",92,3.5,2014
Odeio o Dia dos Namorados,"Comedy, Romance",92,5.7,2013
Look Who's Talking,"Comedy, Romance",93,5.8,1989
American Fusion,"Comedy, Romance",94,5.8,2005
Jesus the Driver,"Comedy, Romance",94,6.9,2004
The Birds and the Bees,"Comedy, Romance",94,5.3,1956
American Pie,"Comedy, Romance",95,7,1999
Quadrille,"Comedy, Romance",95,6.8,1938
Win a Date with Tad Hamilton!,"Comedy, Romance",95,5.6,2004
Love at First Bite,"Comedy, Romance",96,6.1,1979
I Give It a Year,"Comedy, Romance",97,5.7,2013
Pociag do Hollywood,"Comedy, Romance",97,6.8,1987
Save the Date,"Comedy, Romance",97,5.7,2012
The Good Fairy,"Comedy, Romance",98,7.6,1935
The Pallbearer,"Comedy, Romance",98,4.9,1996
Yau ching yam shui baau,"Comedy, Romance",99,6,2001
Fuochi d'artificio,"Comedy, Romance",100,5.9,1997
Pillow Talk,"Comedy, Romance",102,7.5,1959
Big Stone Gap,"Comedy, Romance",103,6.6,2014
Cactus Flower,"Comedy, Romance",103,7.2,1969
Miss Conception,"Comedy, Romance",104,4.7,2008
The Socratic Method,"Comedy, Romance",104,7.1,2001
My Best Friend's Wedding,"Comedy, Romance",105,6.3,1997
Heart-Break.com,"Comedy, Romance",105,6.1,2009
Play the Game,"Comedy, Romance",105,6.6,2009
Without Reservations,"Comedy, Romance",107,6.6,1946
Depois Daquele Baile,"Comedy, Romance",108,7.1,2005
Amit Sahni Ki List,"Comedy, Romance",110,5.5,2014
L'homme idí©al,"Comedy, Romance",110,5.4,1996
L'homme idí©al,"Comedy, Romance",110,5.4,1996
Little Old New York,"Comedy, Romance",110,8.3,1923
Ninotchka,"Comedy, Romance",110,8,1939
Chasing Liberty,"Comedy, Romance",111,6.1,2004
Baliktaran: Si Ace at si Daisy,"Comedy, Romance",115,5.5,2001
Blended,"Comedy, Romance",117,6.5,2014
Manuale d'amore 2 (Capitoli successivi),"Comedy, Romance",120,5.5,2007
Nabab Nandini,"Comedy, Romance",120,7.9,2007
O Costa do Castelo,"Comedy, Romance",135,7.5,1943
Luv U Soniyo,"Comedy, Romance",144,5.5,2012
Irma la Douce,"Comedy, Romance",147,7.4,1963
Kadalikka Neramillai,"Comedy, Romance",159,7.8,1964
Tortilla Soup,"Comedy, Romance, Drama",102,6.5,2001
Bell Book and Candle,"Comedy, Romance, Fantasy",106,6.9,1958
Playing for Keeps,"Comedy, Romance, Sport",105,5.7,2012
The Weird Ones,"Comedy, Sci-Fi",76,4.5,1962
Cartes sur table,"Comedy, Sci-Fi",85,6.1,1966
It Came from Somewhere Else,"Comedy, Sci-Fi",89,6.4,1988
Unikum,"Comedy, Sci-Fi",90,5.2,1983
Illegal Aliens,"Comedy, Sci-Fi",96,3.3,2007
Flesh Gordon Meets the Cosmic Cheerleaders,"Comedy, Sci-Fi",98,3.2,1990
Harrison Bergeron,"Comedy, Sci-Fi",99,7.4,1995
The Waterboy,"Comedy, Sport",90,6.1,1998
Eddie,"Comedy, Sport",100,5,1996
A Day at the Races,"Comedy, Sport",111,7.7,1937
Opasen char,"Comedy, Thriller",90,8.9,1984
Teaching Mrs. Tingle,"Comedy, Thriller",96,5.2,1999
Art Deco Detective,"Comedy, Thriller",101,5.6,1994
Dachnaya poezdka serzhanta Tsybuli,"Comedy, War",77,7.2,1979
Ego rezilepsa ton Hitler,"Comedy, War",91,4.2,1970
Boetie Gaan Border Toe!,"Comedy, War",92,6.7,1984
Up Front,"Comedy, War",92,7,1951
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Comedy, War",95,8.5,1964
Giuseppe w Warszawie,"Comedy, War",99,7,1964
To Be or Not to Be,"Comedy, War",99,8.2,1942
A noi piace freddo...!,"Comedy, War",110,5.9,1960
All the Queen's Men,"Comedy, War, Action",99,4.5,2001
The Better 'Ole,"Comedy, War, Drama",95,6.3,1926
A Fistful of Fingers,"Comedy, Western",78,6.4,1995
My Little Chickadee,"Comedy, Western",83,7,1940
Oklahoma Annie,"Comedy, Western",90,5.4,1952
Blood Money,"Comedy, Western",107,5.9,1974
The Bank Raiders,Crime,62,5.7,1958
New Orleans After Dark,Crime,69,6,1958
Aldrig i livet,Crime,76,5.7,1957
In the Shadow of the Sandcastle,Crime,79,5,1990
Brigada criminal,Crime,80,5.9,1950
La terra dei santi,Crime,80,5.8,2015
Essex Boys Retribution,Crime,82,4.2,2013
Foolproof Plan,Crime,84,7,2001
Les brigands,Crime,84,6,2015
Zielscheiben,Crime,87,4.8,1985
W. - Witse de film,Crime,90,6.1,2014
Utrenneye shosse,Crime,91,6.1,1988
Gokinzo yaburi,Crime,93,5.2,1964
Asalto a la ciudad,Crime,95,4.5,1968
Love-moi,Crime,97,5.9,1991
Le gros coup,Crime,99,6.8,1964
Boulevard des assassins,Crime,102,5.4,1982
Das Gesetz des Clans,Crime,103,5.3,1977
Zlatniyat zab,Crime,104,6.2,1962
The Rise of the Krays,Crime,110,5,2015
Zehn kleine Negerlein,Crime,110,8.3,1969
The Beginning of a Rise,Crime,117,5.6,2009
Holt of the Secret Service,"Crime, Action, Drama",278,6.8,1941
The Spider's Web,"Crime, Action, Drama",300,7,1938
A Prize of Gold,"Crime, Adventure, Drama",98,6,1955
A Piece of the Action,"Crime, Comedy",135,6.4,1977
Sweet Mama,"Crime, Drama",54,7.9,1930
Port of 40 Thieves,"Crime, Drama",58,6,1944
Million Dollar Pursuit,"Crime, Drama",59,4.8,1951
I Can't Escape,"Crime, Drama",60,5.9,1934
Woman Against the World,"Crime, Drama",66,6,1937
Her Mad Night,"Crime, Drama",67,5.3,1932
My Buddy,"Crime, Drama",67,5,1944
Escort Girl,"Crime, Drama",68,4.1,1941
Open Secret,"Crime, Drama",68,7,1948
I Cover the Underworld,"Crime, Drama",70,5.3,1955
Hana to hebi: kyíékyoku nawa chíÇkyíÇ,"Crime, Drama",74,6.1,1987
Noose for a Lady,"Crime, Drama",76,6,1953
"Egy ember, aki nincs","Crime, Drama",78,6,1964
Man Bait,"Crime, Drama",78,6.3,1952
Over-Exposed,"Crime, Drama",80,5.9,1956
The Swap,"Crime, Drama",83,3.5,1979
"Albergo Luna, camera 34","Crime, Drama",85,5,1946
"Albergo Luna, camera 34","Crime, Drama",85,5,1946
Frontera norte,"Crime, Drama",85,4.9,1953
Der Mann mit dem Glasauge,"Crime, Drama",87,5.6,1969
Feldmann saken,"Crime, Drama",87,6.3,1987
The Unguarded Hour,"Crime, Drama",87,6.6,1936
Cuando acaba la noche,"Crime, Drama",88,5.5,1950
Deported,"Crime, Drama",89,6.1,1950
Few Options,"Crime, Drama",90,6.2,2011
Young Cesar,"Crime, Drama",90,5.5,2007
Crush Proof,"Crime, Drama",91,6,1998
Mi vida loca,"Crime, Drama",92,6.5,1993
LUV,"Crime, Drama",94,5.9,2012
Pirtua pirtua,"Crime, Drama",94,4.1,1991
Sister,"Crime, Drama",97,7.1,2012
Drive,"Crime, Drama",100,7.8,2011
Sangue di sbirro,"Crime, Drama",100,5.3,1976
The Boss' Son,"Crime, Drama",101,5.8,1978
This Is England,"Crime, Drama",101,7.7,2006
I.D.,"Crime, Drama",107,7.4,1995
The Border,"Crime, Drama",108,6.4,1982
