Title,Genre,Runtime,imdbRating,Year
Dheepan,"Crime, Drama",109,7,2015
The Glass Shield,"Crime, Drama",109,6.6,1994
Marital Rape,"Crime, Drama",110,5,2001
Slepilo,"Crime, Drama",110,6.8,2004
Sass,"Crime, Drama",112,6.8,2001
Taxi Driver,"Crime, Drama",113,8.4,1976
Sharon vestida de rojo,"Crime, Drama",114,2.5,1968
Perro callejero,"Crime, Drama",120,7.1,1980
Supari,"Crime, Drama",142,5,2003
Scarface,"Crime, Drama",170,8.3,1983
The Godfather,"Crime, Drama",175,9.2,1972
Detour,"Crime, Drama, Film-Noir",67,7.5,1945
Detour,"Crime, Drama, Film-Noir",67,7.5,1945
Jigsaw,"Crime, Drama, Film-Noir",72,5.9,1949
Grand Central Murder,"Crime, Drama, Film-Noir",73,6.5,1942
Scandal Sheet,"Crime, Drama, Film-Noir",82,7.4,1952
The Big Caper,"Crime, Drama, Film-Noir",84,6.5,1957
The Lady from Shanghai,"Crime, Drama, Film-Noir",87,7.7,1947
Boomerang!,"Crime, Drama, Film-Noir",88,7.3,1947
Criss Cross,"Crime, Drama, Film-Noir",88,7.6,1949
Laura,"Crime, Drama, Film-Noir",88,8.1,1944
The Brothers Rico,"Crime, Drama, Film-Noir",92,6.8,1957
Saigon,"Crime, Drama, Film-Noir",93,6.4,1948
Johnny O'Clock,"Crime, Drama, Film-Noir",96,6.9,1947
The Breaking Point,"Crime, Drama, Film-Noir",97,7.5,1950
The Killers,"Crime, Drama, Film-Noir",97,7.9,1946
Brute Force,"Crime, Drama, Film-Noir",98,7.7,1947
Stray Dog,"Crime, Drama, Film-Noir",122,7.9,1949
Let Him Have It,"Crime, Drama, History",115,7.4,1991
Gangs of New York,"Crime, Drama, History",167,7.5,2002
Jitsuroku Abe Sada,"Crime, Drama, Horror",85,6.2,1975
Sweeney Todd,"Crime, Drama, Horror",90,7,2006
Acolytes,"Crime, Drama, Horror",91,5.6,2008
Too Scared to Scream,"Crime, Drama, Horror",100,4.6,1985
Kinatay,"Crime, Drama, Horror",105,6.6,2009
The Tall Man,"Crime, Drama, Horror",106,6,2012
The Lodger,"Crime, Drama, Mystery",68,7.3,1927
Mr. Moto's Last Warning,"Crime, Drama, Mystery",71,6.6,1939
The Deposition,"Crime, Drama, Mystery",80,8,2011
Swamp Water,"Crime, Drama, Mystery",88,7.2,1941
Sun Don't Shine,"Crime, Drama, Mystery",90,6.3,2012
Sapphire,"Crime, Drama, Mystery",92,7.1,1959
Surveillance,"Crime, Drama, Mystery",97,6.4,2008
Tres citas con el destino,"Crime, Drama, Mystery",97,6,1954
Consenting Adults,"Crime, Drama, Mystery",99,5.7,1992
Passion,"Crime, Drama, Mystery",102,5.3,2012
Letters from a Killer,"Crime, Drama, Mystery",104,5.5,1998
Blink,"Crime, Drama, Mystery",106,6.1,1994
Deceiver,"Crime, Drama, Mystery",106,6.7,1997
City by the Sea,"Crime, Drama, Mystery",108,6.2,2002
Tony Rome,"Crime, Drama, Mystery",110,6.5,1967
The Unsaid,"Crime, Drama, Mystery",111,6.7,2001
Bordertown,"Crime, Drama, Mystery",112,6.1,2006
Dr. M,"Crime, Drama, Mystery",112,4.9,1990
Don't Say a Word,"Crime, Drama, Mystery",113,6.3,2001
Fracture,"Crime, Drama, Mystery",113,7.2,2007
Fracture,"Crime, Drama, Mystery",113,7.2,2007
Hostage,"Crime, Drama, Mystery",113,6.6,2005
Hostage,"Crime, Drama, Mystery",113,6.6,2005
Femme Fatale,"Crime, Drama, Mystery",114,6.3,2002
Chasing Ghosts,"Crime, Drama, Mystery",119,5.5,2005
Jindabyne,"Crime, Drama, Mystery",123,6.4,2006
Chinatown,"Crime, Drama, Mystery",130,8.3,1974
El crack,"Crime, Drama, Mystery",131,7.3,1981
Millie's Daughter,"Crime, Drama, Romance",74,7.6,1947
Czarna perla,"Crime, Drama, Romance",75,5.2,1934
Scotland Yard,"Crime, Drama, Romance",75,5.3,1930
The Unholy Three,"Crime, Drama, Romance",86,7.3,1925
The Ragman's Daughter,"Crime, Drama, Romance",94,6.9,1972
Tropic Zone,"Crime, Drama, Romance",94,4.9,1953
Mona Lisa,"Crime, Drama, Romance",104,7.4,1986
Higher Learning,"Crime, Drama, Romance",127,6.4,1995
Aa Dinagalu,"Crime, Drama, Romance",136,8.5,2007
Hope for the Broken Contender,"Crime, Drama, Sport",110,7.6,2008
Sweet Karma,"Crime, Drama, Thriller",85,5.2,2009
High Treason,"Crime, Drama, Thriller",90,6.2,1951
The Penalty,"Crime, Drama, Thriller",90,7.6,1920
Sketches of a Strangler,"Crime, Drama, Thriller",91,4.5,1978
Hacia la oscuridad,"Crime, Drama, Thriller",94,5.8,2007
Jet Over the Atlantic,"Crime, Drama, Thriller",95,5.6,1959
Exception to the Rule,"Crime, Drama, Thriller",98,4.5,1997
The Lookout,"Crime, Drama, Thriller",99,7.1,2007
The Man Inside,"Crime, Drama, Thriller",99,6.7,2012
L'odore della notte,"Crime, Drama, Thriller",101,6.7,1998
Charlie Zone,"Crime, Drama, Thriller",103,5.6,2011
Gangster No. 1,"Crime, Drama, Thriller",103,6.8,2000
Trapped,"Crime, Drama, Thriller",106,6.2,2002
If... Dog... Rabbit,"Crime, Drama, Thriller",108,5.6,1999
The Gambler,"Crime, Drama, Thriller",111,6,2014
Boiler Room,"Crime, Drama, Thriller",120,7,2000
True Romance,"Crime, Drama, Thriller",120,8,1993
A Simple Plan,"Crime, Drama, Thriller",121,7.5,1998
Suspect,"Crime, Drama, Thriller",121,6.6,1987
Gloria,"Crime, Drama, Thriller",123,7.1,1980
Mort d'un pourri,"Crime, Drama, Thriller",123,6.8,1977
The Bad Sleep Well,"Crime, Drama, Thriller",135,8.1,1960
Necromancer,"Crime, Fantasy, Horror",118,5.9,2005
L'autre vie de Richard Kemp,"Crime, Fantasy, Thriller",102,6.5,2013
Crime Wave,"Crime, Film-Noir, Drama",73,7.4,1954
Desperate,"Crime, Film-Noir, Thriller",73,6.8,1947
Crypt of Dark Secrets,"Crime, Horror",71,4.7,1976
Amateur Porn Star Killer,"Crime, Horror",71,4.6,2006
Sometimes Aunt Martha Does Dreadful Things,"Crime, Horror",95,6,1971
Urban Flesh,"Crime, Horror, Thriller",80,5.4,1999
Cold and Dark,"Crime, Horror, Thriller",94,4.1,2005
Feardotcom,"Crime, Horror, Thriller",101,3.3,2002
Rock All Night,"Crime, Music, Drama",62,5.4,1957
Eeram,"Crime, Music, Mystery",164,7.6,2009
Broadway,"Crime, Musical",104,7.1,1929
Confessions of a Thug,"Crime, Musical",105,6,2005
Devil's Cargo,"Crime, Mystery",64,6.2,1948
The Zoo,"Crime, Mystery",125,7.2,1967
Der Hund von Baskerville,"Crime, Mystery, Horror",65,5,1914
Web of Lies,"Crime, Mystery, Thriller",90,5.1,2009
The Star Reporter,"Crime, Short, Drama",44,6.4,1932
Lauget,"Crime, Thriller",48,6.5,2008
The Black Rider,"Crime, Thriller",65,5.3,1954
Blackmail,"Crime, Thriller",85,7.1,1929
Si da tian wang,"Crime, Thriller",86,5.4,1987
Subtle Seduction,"Crime, Thriller",90,3.3,2008
The Girl Is in Trouble,"Crime, Thriller",90,4.9,2015
Claim,"Crime, Thriller",93,5.4,2002
Confidence,"Crime, Thriller",97,6.7,2003
Killing Them Softly,"Crime, Thriller",97,6.2,2012
Un Flic,"Crime, Thriller",98,7.1,1972
The Black Panther,"Crime, Thriller",102,6.8,1977
After the Storm,"Crime, Thriller, Action",99,5,2001
The Outfit,"Crime, Thriller, Drama",103,7,1973
"Oreste Pipolo, fotografo di matrimoni",Documentary,44,6.5,1998
"Oreste Pipolo, fotografo di matrimoni",Documentary,44,6.5,1998
Cinema 500 km,Documentary,45,7.2,2006
Xana and Dax: When Opposites Attract,Documentary,46,4.9,2005
Journey Into Self,Documentary,47,6.5,1969
Rodeo colorado,Documentary,48,6.6,2005
The Betrayers,Documentary,48,8.6,2014
Chasing Wild Horses,Documentary,50,8.2,2008
De tranen van Castro,Documentary,50,7.3,1997
Don't Fuck with the Lewises,Documentary,50,7.7,2004
"Saa vabaks, Eesti meri",Documentary,50,8.6,1990
"Saa vabaks, Eesti meri",Documentary,50,8.6,1990
The Nagas,Documentary,50,8.5,1994
The Truth About Fidel Castro Revolution,Documentary,50,6.4,1959
Fragile Waters,Documentary,51,9.7,2014
Africa's Super Seven,Documentary,52,7.2,2005
Looking for Gay Bollywood,Documentary,52,5,2012
LoveMEATender,Documentary,52,8.2,2011
Mama Heidi,Documentary,52,5,2004
Mark Twain's America in 3D,Documentary,52,7.2,1998
My Daughter the Terrorist,Documentary,52,7.1,2007
Naked Making Lunch,Documentary,52,7.2,1992
Red Light Go,Documentary,52,7.3,2002
Tale of the Navajos,Documentary,52,5,1949
Who Is Henry Jaglom?,Documentary,52,5.7,1997
Roy Lichtenstein,Documentary,53,7,1991
The One Man Beatles,Documentary,53,8.2,2009
Who Gets In?,Documentary,53,7.6,1989
Disease of the Wind,Documentary,54,5.6,2002
Hollywood My Home Town,Documentary,54,8.1,1965
La vida es filmar,Documentary,54,4.8,1998
The Billionaires' Tea Party,Documentary,54,7.4,2011
Bye Bye Barcelona,Documentary,55,7.4,2014
Direct Order,Documentary,55,6.4,2003
Man Free,Documentary,55,6.6,2011
Roc et canyon,Documentary,55,5.8,2007
Stayin' Alive in Jo'burg,Documentary,55,5.3,2009
Anna May Wong: In Her Own Words,Documentary,56,6.9,2013
In the Gutter and Other Good Places,Documentary,56,7.5,1993
Bolinao 52,Documentary,57,8.8,2008
Capitalism Hits the Fan,Documentary,57,7.3,2009
Do Not Go Gently,Documentary,57,7.9,2007
Drive-in Movie Memories,Documentary,57,8,2001
"Fluffy Cumsalot, Porn Star",Documentary,57,4.6,2003
Gay Cuba,Documentary,57,6.8,1996
Shahrbanoo,Documentary,57,7.1,2002
Somewhere to Disappear,Documentary,57,7.3,2010
Telling Amy's Story,Documentary,57,7.1,2010
The Restaurateur,Documentary,57,6,2010
"Tijuana, sonidos del Nortec",Documentary,57,4.8,2012
Walking the Line,Documentary,57,8.1,2005
Beauty Refugee,Documentary,58,4.7,2009
Daisy: The Story of a Facelift,Documentary,58,7.3,1982
Leila Khaled: Hijacker,Documentary,58,6.8,2006
Maneuvers in the Dark,Documentary,58,6.7,2012
Prelude to a Fight,Documentary,58,7.3,2008
Spiral Bound,Documentary,58,6.6,2014
The Call of the Entrepreneur,Documentary,58,6.9,2007
ZON North Canyon Show 2011: Nazare Calling,Documentary,58,7.7,2012
DPRK: The Land of Whispers,Documentary,59,7.7,2013
Farang ba,Documentary,59,7.9,2003
Jannes,Documentary,59,6.8,1999
Surviving the Holocaust: Freddie Knoller's War,Documentary,59,7.8,2015
The Man with an Opera House in His Living Room,Documentary,59,4.3,2003
Cannes: The Agony and the Ecstasy,Documentary,60,7.1,1998
Dying for a Smoke,Documentary,60,6.1,1992
From Romero to Rome: The Rise and Fall of the Italian Zombie Movie,Documentary,60,6.5,2012
Lies and Deception: UFO's and the Secret Agenda,Documentary,60,4.1,2009
Naturally Obsessed: The Making of a Scientist,Documentary,60,6.5,2009
One by One: The Journey of Alter Bridge,Documentary,60,7.2,2011
Primary,Documentary,60,7.2,1960
The Battle of Little Sayler's Creek,Documentary,60,6.4,2006
The Lynchburg Story,Documentary,60,8.6,1993
The Metro-Goldwyn-Mayer Story,Documentary,60,6.9,1951
The Out List,Documentary,60,7.3,2013
William S. Burroughs: Commissioner of Sewers,Documentary,60,7,1991
Bologna centrale,Documentary,61,4.5,2003
"Mama, mir geht es gut",Documentary,62,8,2007
My American Girls: A Dominican Story,Documentary,62,8.5,2001
Rockabilly Ruhrpott,Documentary,63,5.6,2010
Kinder,Documentary,65,6.9,2011
Herbst der Gammler,Documentary,67,7.3,1967
Czekajac na Sobote,Documentary,70,6.5,2010
De son appartement,Documentary,70,5.9,2007
Der Taxichauffeur,Documentary,70,8.2,1995
Totem: The Return of the G'psgolox Pole,Documentary,70,6.7,2003
"Six Man, Texas",Documentary,71,8.6,2008
The Defector: Escape from North Korea,Documentary,71,7.2,2012
Lost Rivers,Documentary,72,7.7,2012
This Is What Democracy Looks Like,Documentary,72,7.7,2000
Fatbelly: Chopper Unchopped,Documentary,73,7.1,2009
In the Light of Reverence,Documentary,73,6.7,2001
Ocean Warrior,Documentary,73,7.1,1981
Unzipped,Documentary,73,6.4,1995
Family Fundamentals,Documentary,75,6.9,2002
Inside A.M.G. (The Athletic Model Guild Story),Documentary,75,7.8,1970
Onde a Terra Acaba,Documentary,75,7.7,2002
Shooting Porn,Documentary,75,5.3,1997
Si nos dejan,Documentary,75,7.5,2005
Straight Outta Hunters Point,Documentary,75,7.5,2003
Sur les traces de Fellini,Documentary,75,7.1,2013
The Nuclear Comeback,Documentary,75,7,2007
Ghost Attack on Sutton Street: Poltergeists and Paranormal Entities,Documentary,76,4.4,2012
Las banderas del amanecer,Documentary,76,8,1985
O Amor Natural,Documentary,76,7.5,1996
Occupy Unmasked,Documentary,76,5.8,2012
The Great Happiness Space: Tale of an Osaka Love Thief,Documentary,76,7.9,2006
Until When,Documentary,76,7.9,2004
Black Gold,Documentary,78,7.2,2006
Black Gold,Documentary,78,7.2,2006
Combalimon,Documentary,78,7.6,2007
Jim in Bold,Documentary,78,7.8,2003
Le RIN,Documentary,78,7.1,2002
Lost Sparrow,Documentary,78,7.6,2009
Silence: In Search of Black Female Sexuality in America,Documentary,78,7.4,2004
South of the Border,Documentary,78,7.1,2009
Still Black: A Portrait of Black Transmen,Documentary,78,7.4,2008
The Red Stuff,Documentary,78,6.9,2000
The Space Movie,Documentary,78,7.4,1980
Brock Enright: Good Times Will Never Be the Same,Documentary,79,6.1,2009
American Jesus,Documentary,80,6.4,2013
Citizen Sam,Documentary,80,7.6,2006
Endlich,Documentary,80,5.8,2011
Fans and Freaks: The Culture of Comics and Conventions,Documentary,80,8.3,2002
Female Misbehavior,Documentary,80,6.7,1992
How Obama Won the West,Documentary,80,4.8,2010
Mur murs,Documentary,80,6.9,1981
"Paí_s cerrado, teatro abierto",Documentary,80,7.4,1990
Peace One Day,Documentary,80,7.8,2004
Santiago,Documentary,80,7.9,2007
Tokyo Noise,Documentary,80,6.6,2002
Americanos: Latino Life in the United States,Documentary,81,7.8,2000
Happy Endings?,Documentary,81,8.2,2009
Pitch,Documentary,81,6.6,1997
"Strand, Under the Dark Cloth",Documentary,81,7,1989
Terra do Mar,Documentary,81,3.8,1998
Angels of Brooklyn,Documentary,82,7.9,2002
More Than the Rainbow,Documentary,82,7.8,2012
The Devil's Miner,Documentary,82,7.6,2005
La rabbia di Pasolini,Documentary,83,7.5,2008
Life After Dark: The Story of Siberia Bar,Documentary,83,7.9,2009
War Don Don,Documentary,83,7.3,2010
When New Year Comes on Shabbat,Documentary,83,7.2,2012
A Drummer's Dream,Documentary,84,8.1,2010
Mama Coca Die Krieger Des Kokain,Documentary,84,6.4,2012
People Say I'm Crazy,Documentary,84,7.9,2003
Rivers of a Lost Coast,Documentary,84,8,2009
Such Hawks Such Hounds,Documentary,84,8.1,2008
African Safari,Documentary,85,6,2013
Avenida Argentina,Documentary,85,6,2009
Cane Toads: The Conquest,Documentary,85,7,2010
Esta no es la vida privada de Javier Krahe,Documentary,85,6.8,2005
Procedure 769: The Witnesses to an Execution,Documentary,85,6.9,1995
The Range,Documentary,85,7.5,2006
The Winners,Documentary,85,7.3,1999
William Kunstler: Disturbing the Universe,Documentary,85,7.7,2009
Chevolution,Documentary,86,6,2008
Child Marriage,Documentary,86,5.3,2005
Habana - Arte nuevo de hacer ruinas,Documentary,86,7.8,2006
"Last Fast Ride: The Life, Love and Death of a Punk Goddess",Documentary,86,7.6,2011
"Last Fast Ride: The Life, Love and Death of a Punk Goddess",Documentary,86,7.6,2011
Living Goddess,Documentary,86,6.9,2008
State of Denial,Documentary,86,7.7,2003
Awake: The Life of Yogananda,Documentary,87,7.7,2014
Dragan Wende - West Berlin,Documentary,87,8.4,2014
I Build the Tower,Documentary,87,7.6,2006
Photographic Memory,Documentary,87,6.7,2011
The Pixar Story,Documentary,87,8,2007
Iditarod: A Far Distant Place,Documentary,88,6,2000
Macabro,Documentary,88,4,1966
Quirino Cristiani,Documentary,88,7.8,2007
Soldiers of Music,Documentary,88,8.1,1991
The Future of Food,Documentary,88,7.8,2004
The Young Romantic,Documentary,88,7.9,2008
Dear Mr. Watterson,Documentary,89,6.3,2013
Let Them Know: The Story of Youth Brigade and BYO Records,Documentary,89,7.5,2009
Special Thanks to Roy London,Documentary,89,7.5,2005
The Rainbow Warriors of Waiheke Island,Documentary,89,7.3,2009
Bikkel,Documentary,90,6.8,2008
Estadio Nacional,Documentary,90,7.9,2003
French Connection,Documentary,90,6.3,2014
Heroes Behind the Badge,Documentary,90,8.1,2012
Lass uns 'n Wunder sein. Auf der Suche nach Rio Reiser,Documentary,90,7.4,2008
Mozart in Turkey,Documentary,90,8.4,2000
Rank,Documentary,90,7,2006
Star Trek: Enterprise - In a Time of War,Documentary,90,7.8,2014
The Alternative Miss World,Documentary,90,6.7,1980
Un dragon dans les eaux pures du Caucase,Documentary,90,6.4,2005
"Un oeil sur vous, citoyens sous surveillance",Documentary,90,7.2,2014
"Un oeil sur vous, citoyens sous surveillance",Documentary,90,7.2,2014
Infamy,Documentary,91,7.4,2005
Kazna,Documentary,91,6.1,1999
The Yes Men Are Revolting,Documentary,91,6.4,2014
Under Rich Earth,Documentary,91,8.3,2008
American Interior,Documentary,92,8,2014
Darius Goes West,Documentary,92,8.9,2007
A State of Mind,Documentary,93,7.9,2004
Blestemul ariciului,Documentary,93,6.8,2005
"Der Rebell - Neonazi, Terrorist, Aussteiger",Documentary,93,6.9,2006
"Der Rebell - Neonazi, Terrorist, Aussteiger",Documentary,93,6.9,2006
Sholem Aleichem: Laughing in the Darkness,Documentary,93,6.7,2011
The English Surgeon,Documentary,93,8.2,2007
The Lebanese Rocket Society,Documentary,93,6.6,2012
A Snowmobile for George,Documentary,94,6.2,2008
Sea Point Days,Documentary,94,7,2008
Street Pirates,Documentary,94,8.2,1994
The Triangle of Death,Documentary,94,6.7,2009
American Standoff,Documentary,95,7.5,2002
Next: A Primer on Urban Painting,Documentary,95,8.1,2005
Overfed & Undernourished,Documentary,95,7.3,2014
The Last Mountain,Documentary,95,7.6,2011
Doutores da Alegria,Documentary,96,7.7,2005
Magia Russica,Documentary,96,7.9,2004
"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",Documentary,96,7.7,2014
The Occult Experience,Documentary,96,6.5,1985
Air India 182,Documentary,97,7.5,2008
Four Seasons Lodge,Documentary,97,6.7,2008
Guerra ou Paz,Documentary,97,6.7,2014
Jean Seberg: American Actress,Documentary,97,6.7,1995
Torn from the Flag: A Film by Klaudia Kovacs,Documentary,97,8.8,2007
"Hana, dul, sed",Documentary,98,7.3,2009
"Hana, dul, sed",Documentary,98,7.3,2009
Mario's Story,Documentary,98,7.6,2006
Louder Than a Bomb,Documentary,99,7.3,2010
The Chances of the World Changing,Documentary,99,7.7,2006
When Ocean Meets Sky,Documentary,99,7.6,2003
Face 2 Face,Documentary,100,7.6,2013
Backstreet Boys: Show 'Em What You're Made Of,Documentary,101,7.8,2015
Battle for the Crown,Documentary,103,5,2007
Redline America,Documentary,104,9.2,2008
Stalin's Wife,Documentary,104,7.3,2004
Burning Man: Beyond Black Rock,Documentary,105,6.9,2005
Knistern der Zeit - Christoph Schlingensief und sein Operndorf in Burkina Faso,Documentary,106,6.8,2012
Mí_nica del Raval,Documentary,108,7.7,2009
Never Apologize,Documentary,111,8.1,2007
Deadly Currents,Documentary,115,7.1,1991
America at the Movies,Documentary,116,6.6,1976
Inventing L.A.: The Chandlers and Their Times,Documentary,117,7.9,2009
Les Lip - L'imagination au pouvoir,Documentary,118,7.8,2007
Annyeong Yumika,Documentary,119,6.2,2009
Kanehsatake: 270 Years of Resistance,Documentary,119,7.9,1993
Salinger,Documentary,120,6.6,2013
Ciutat morta,Documentary,123,7.9,2014
Stevie,Documentary,140,8,2002
The Pervert's Guide to Cinema,Documentary,150,7.9,2006
Cocaine Cowboys: Reloaded,Documentary,152,7.6,2014
History of the Eagles Part One,Documentary,187,8,2013
At Berkeley,Documentary,244,7.2,2013
Tell Me and I Will Forget,"Documentary, Action, Drama",79,8.2,2010
Black Beauty Breed,"Documentary, Action, Family",66,9.2,2014
The Real Miyagi,"Documentary, Action, History",90,9.3,2015
I Superbiker,"Documentary, Action, Sport",100,6,2011
Wadd: The Life & Times of John C. Holmes,"Documentary, Adult, Biography",105,6.9,1999
H.O.P.E. Was Here,"Documentary, Adventure",57,9.1,2014
Pad Yatra: A Green Odyssey,"Documentary, Adventure",70,6.8,2012
Of Oozies and Elephants,"Documentary, Adventure",89,8.2,2013
Buddha Wild: Monk in a Hut,"Documentary, Adventure, Comedy",60,8.3,2006
Fagbug,"Documentary, Adventure, Drama",83,6.5,2009
Long Road North,"Documentary, Adventure, Family",93,7.3,2008
We Ride: The Story of Snowboarding,"Documentary, Adventure, History",93,7.6,2013
Space Tourists,"Documentary, Adventure, History",98,7,2009
Chicago 10,"Documentary, Animation, History",110,7.4,2007
Singularity or Bust,"Documentary, Biography",48,6.7,2012
Annemarie Schwarzenbach: Une Suisse rebelle,"Documentary, Biography",58,7.7,2000
Ramin,"Documentary, Biography",58,7.6,2011
Who Is Norman Lloyd?,"Documentary, Biography",67,7.8,2007
Surviving Mommie Dearest,"Documentary, Biography",71,3,2012
New York Is Now,"Documentary, Biography",73,2.8,2011
The White Diamond,"Documentary, Biography",88,7.6,2004
Paul Monette: The Brink of Summer's End,"Documentary, Biography",90,8.1,1996
That Guy Dick Miller,"Documentary, Biography",91,7.4,2014
I Am Eleven,"Documentary, Biography",98,6,2011
Addiction Incorporated,"Documentary, Biography",100,7.2,2011
American Fabulous,"Documentary, Biography",103,7.5,1991
Zielinski,"Documentary, Biography, Comedy",60,8.4,2011
Advanced Style,"Documentary, Biography, Comedy",72,7.3,2014
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,"Documentary, Biography, Comedy",98,7.2,2015
Not Yet Begun to Fight,"Documentary, Biography, Drama",60,8.3,2012
Little White Lie,"Documentary, Biography, Drama",65,7.2,2014
June Fire,"Documentary, Biography, Drama",66,7.4,2015
Esse Amor Que Nos Consome,"Documentary, Biography, Drama",80,6.5,2012
Dance of Love,"Documentary, Biography, Drama",89,6.7,2013
No Land's Song,"Documentary, Biography, Drama",91,8.1,2014
Mister Rio: A Batalha dos 80,"Documentary, Biography, Drama",107,8.5,2014
Finding Seoul,"Documentary, Biography, Drama, Family",60,8.8,2011
The 2nd Assassination of JFK,"Documentary, Biography, History",52,5.3,2010
Fact or Fiction: The Life and Times of a Ping Pong Hustler,"Documentary, Biography, History",60,8.6,2014
Life Is a Dream in Cinema: Pola Negri,"Documentary, Biography, History",89,5.8,2006
Jews and Baseball: An American Love Story,"Documentary, Biography, History",91,7.6,2010
Seymour: An Introduction,"Documentary, Biography, Music",84,7.7,2014
Searching for Sugar Man,"Documentary, Biography, Music",86,8.2,2012
Everything is Forever,"Documentary, Biography, Music",87,8.9,2014
Tupac: Resurrection,"Documentary, Biography, Music",112,8,2003
I Am Ali,"Documentary, Biography, Sport",111,6.9,2014
Exporting Raymond,"Documentary, Comedy",86,6.8,2010
Science Sex and the Ladies,"Documentary, Comedy",98,5.8,2014
This Is How I Roll,"Documentary, Comedy, Drama",73,8.8,2012
Hip Hop-eration,"Documentary, Comedy, Family",93,7.8,2014
Chuck Norris vs Communism,"Documentary, Comedy, History",78,7.8,2015
Sarah Silverman: Jesus Is Magic,"Documentary, Comedy, Music",72,6.5,2005
Reflections of the Past,"Documentary, Crime",89,7.9,2010
Soaked in Bleach,"Documentary, Crime, Drama",100,7.5,2015
Bazaar Bizarre,"Documentary, Crime, Horror",79,3.8,2004
Shakespeare: Soul of an Age,"Documentary, Drama",51,7,1962
Muisteja: Pieni elokuva 1950-luvun Oulusta,"Documentary, Drama",69,7.3,2013
Wrestling for Jesus: The Tale of T-Money,"Documentary, Drama",74,5.8,2011
Metaal en melancholie,"Documentary, Drama",80,8.3,1994
Unclaimed,"Documentary, Drama",81,6.2,2012
Linar,"Documentary, Drama",82,7.2,2013
Small Small Thing,"Documentary, Drama",83,8.1,2013
Tough Bond,"Documentary, Drama",85,7.1,2013
Betting the Farm,"Documentary, Drama, Family",84,6.9,2012
Crescendo! The Power of Music,"Documentary, Drama, Family",85,8,2014
Off Label,"Documentary, Drama, History",80,5.1,2012
Their Eyes Were Dry,"Documentary, Drama, History",82,6.5,2011
Let the Fire Burn,"Documentary, Drama, History",88,7.8,2013
An African Election,"Documentary, Drama, History",89,7.6,2011
Silent Drum,"Documentary, Drama, Music",71,8.1,2010
Kyteman - Now What?,"Documentary, Drama, Music",87,7.4,2011
Kontakt!,"Documentary, Drama, War",97,6.4,1956
Beautiful Births,"Documentary, Family",59,7.4,2014
The Best of Walt Disney's True-Life Adventures,"Documentary, Family",89,7.2,1975
You See Me,"Documentary, Family, History",72,9.6,2015
Throw Down Your Heart,"Documentary, Family, Music",97,7.7,2008
Tropical Amsterdam,"Documentary, History",52,8.4,2011
Struggles in Steel: The Fight for Equal Opportunity,"Documentary, History",58,8.4,1996
Chebriarchatas,"Documentary, History",60,6.4,2011
Himself He Cooks,"Documentary, History",64,7.3,2012
Bugeaters,"Documentary, History",65,8.8,2011
Padurea,"Documentary, History",72,6.3,2014
It's Better to Jump,"Documentary, History",75,5,2013
Teenage,"Documentary, History",78,6.4,2013
Blue Alchemy: Stories of Indigo,"Documentary, History",79,8.4,2011
Moonbug,"Documentary, History",83,6.5,2010
Hell's Highway: The True Story of Highway Safety Films,"Documentary, History",91,7,2003
This Is My Land,"Documentary, History",94,5.9,2014
Cinema Komunisto,"Documentary, History",100,7.9,2010
Unlikely Heroes,"Documentary, History",120,7.6,2003
Bitva za Ukrainu,"Documentary, History",128,6,2014
Two Laws,"Documentary, History",130,7.3,1982
Folsom Forever,"Documentary, History, Music",72,5.8,2014
Waking the Green Tiger,"Documentary, History, News",78,7.1,2011
Peace Out,"Documentary, History, News",80,8.6,2011
We Are Superman,"Documentary, History, News",80,7.4,2012
Heist: Who Stole the American Dream?,"Documentary, History, News",90,7.7,2011
Love Between the Covers,"Documentary, History, Romance",95,6.8,2015
Istanbul United,"Documentary, History, Sport",84,7.5,2014
Regulus: The First Nuclear Missile Submarines,"Documentary, History, War",48,7.3,2002
The Battle of Russia,"Documentary, History, War",83,7.5,1943
The Weather Underground,"Documentary, History, War",92,7.6,2002
The Sorrow and the Pity,"Documentary, History, War",251,8.3,1969
Faces of Death III,"Documentary, Horror",91,2.7,1985
"Nightmares in Red, White and Blue: The Evolution of the American Horror Film","Documentary, Horror",96,7.2,2009
Copyright Criminals,"Documentary, Music",54,7.4,2009
Eric Clapton and Friends,"Documentary, Music",60,8,1986
Kiss Loves You,"Documentary, Music",73,7.1,2004
Musical Mutiny,"Documentary, Music",74,5.3,1970
Water on the Road,"Documentary, Music",78,8.2,2011
Ballerina,"Documentary, Music",80,7.4,2006
Beijing Bubbles,"Documentary, Music",80,5.9,2005
RiP: A Remix Manifesto,"Documentary, Music",80,7.6,2009
The Return of Ruben Blades,"Documentary, Music",82,8.2,1985
YMO Propaganda,"Documentary, Music",83,8.7,1984
Pink Floyd: The Story of Wish You Were Here,"Documentary, Music",85,7.9,2012
Afghan Star,"Documentary, Music",87,7.3,2009
Glastonbury Fayre,"Documentary, Music",87,6.8,1972
Fallen Angel: Gram Parsons,"Documentary, Music",90,7.3,2004
Herbie Hancock: Possibilities,"Documentary, Music",90,7,2006
Gimme Shelter,"Documentary, Music",91,7.9,1970
Rock School,"Documentary, Music",93,6.5,2005
